,subgroup,modeldate,approve_estimate,disapprove_estimate,M_Month,M_Day,M_Year
874,Voters,11/23/2018,44.24029,51.62688,11,23,2018
875,All polls,11/23/2018,42.88264,52.30319,11,23,2018
876,Adults,11/22/2018,42.063590000000005,52.69842,11,22,2018
877,All polls,11/22/2018,42.88264,52.30319,11,22,2018
878,Voters,11/22/2018,44.24029,51.62688,11,22,2018
879,Voters,11/21/2018,44.231,51.62628,11,21,2018
880,Adults,11/21/2018,42.04636,52.70115,11,21,2018
881,All polls,11/21/2018,42.87212,52.30762,11,21,2018
882,Adults,11/20/2018,41.36785,53.775090000000006,11,20,2018
883,Voters,11/20/2018,43.67185,52.25628,11,20,2018
884,All polls,11/20/2018,42.401709999999994,52.98177,11,20,2018
885,Voters,11/19/2018,43.66652,52.25591,11,19,2018
886,Adults,11/19/2018,41.95154,53.44681,11,19,2018
887,All polls,11/19/2018,42.76637,52.70816,11,19,2018
888,Voters,11/18/2018,43.54309,52.50111,11,18,2018
889,All polls,11/18/2018,42.48425,53.03011,11,18,2018
890,Adults,11/18/2018,41.694140000000004,53.7718,11,18,2018
891,Adults,11/17/2018,41.731640000000006,53.75866,11,17,2018
892,Voters,11/17/2018,43.5631,52.519290000000005,11,17,2018
893,All polls,11/17/2018,42.45884,53.044540000000005,11,17,2018
894,Voters,11/16/2018,43.5631,52.519290000000005,11,16,2018
895,Adults,11/16/2018,41.731640000000006,53.75866,11,16,2018
896,All polls,11/16/2018,42.45884,53.044540000000005,11,16,2018
897,Voters,11/15/2018,43.50974,52.5196,11,15,2018
898,Adults,11/15/2018,41.755140000000004,53.6969,11,15,2018
899,All polls,11/15/2018,42.42001,53.02117,11,15,2018
900,Adults,11/14/2018,41.23523,52.89913000000001,11,14,2018
901,Voters,11/14/2018,43.41381,52.62209,11,14,2018
902,All polls,11/14/2018,42.01041,52.67213,11,14,2018
903,Voters,11/13/2018,43.420429999999996,52.75005,11,13,2018
904,Adults,11/13/2018,40.61781,53.0643,11,13,2018
905,All polls,11/13/2018,41.758559999999996,52.76469,11,13,2018
906,Adults,11/12/2018,40.615829999999995,52.948980000000006,11,12,2018
907,Voters,11/12/2018,43.75782,52.544990000000006,11,12,2018
908,All polls,11/12/2018,41.8031,52.6801,11,12,2018
909,Adults,11/11/2018,40.9953,52.69562,11,11,2018
910,Voters,11/11/2018,43.992740000000005,52.548019999999994,11,11,2018
911,All polls,11/11/2018,42.16344,52.48321,11,11,2018
912,All polls,11/10/2018,42.16344,52.48321,11,10,2018
913,Voters,11/10/2018,43.992740000000005,52.548019999999994,11,10,2018
914,Adults,11/10/2018,40.9953,52.69562,11,10,2018
915,Voters,11/9/2018,43.992740000000005,52.548019999999994,11,9,2018
916,Adults,11/9/2018,40.9953,52.69562,11,9,2018
917,All polls,11/9/2018,42.16344,52.48321,11,9,2018
918,Adults,11/8/2018,40.78244,52.539719999999996,11,8,2018
919,Voters,11/8/2018,43.974,52.43206,11,8,2018
920,All polls,11/8/2018,42.04834,52.39137,11,8,2018
921,Voters,11/7/2018,43.95908,52.52884,11,7,2018
922,Adults,11/7/2018,40.74214,52.56145,11,7,2018
923,All polls,11/7/2018,41.9674,52.432159999999996,11,7,2018
924,Voters,11/6/2018,43.46575,53.091919999999995,11,6,2018
925,Adults,11/6/2018,40.48145,53.00826,11,6,2018
926,All polls,11/6/2018,41.81629,52.818630000000006,11,6,2018
927,Voters,11/5/2018,43.56351,53.09978,11,5,2018
928,Adults,11/5/2018,40.4739,53.00861,11,5,2018
929,All polls,11/5/2018,41.86553,52.815369999999994,11,5,2018
930,Voters,11/4/2018,43.93788,52.49273,11,4,2018
931,Adults,11/4/2018,40.87445,52.54226,11,4,2018
932,All polls,11/4/2018,42.226890000000004,52.63494,11,4,2018
933,Voters,11/3/2018,43.58811,52.78697,11,3,2018
934,Adults,11/3/2018,40.97435,52.90569,11,3,2018
935,All polls,11/3/2018,42.12493,52.98679,11,3,2018
936,Voters,11/2/2018,43.49814,52.82076,11,2,2018
937,Adults,11/2/2018,40.958040000000004,52.908469999999994,11,2,2018
938,All polls,11/2/2018,42.108959999999996,52.9453,11,2,2018
939,Voters,11/1/2018,43.3008,53.11375,11,1,2018
940,Adults,11/1/2018,40.96518,52.97818,11,1,2018
941,All polls,11/1/2018,41.9981,53.16946,11,1,2018
942,Voters,10/31/2018,43.49135,53.11095,10,31,2018
943,Adults,10/31/2018,40.907709999999994,53.049640000000004,10,31,2018
944,All polls,10/31/2018,42.00508,53.324740000000006,10,31,2018
945,Adults,10/30/2018,40.85725,53.05311999999999,10,30,2018
946,Voters,10/30/2018,43.81819,52.79923,10,30,2018
947,All polls,10/30/2018,42.2276,53.07038000000001,10,30,2018
948,Voters,10/29/2018,43.955009999999994,52.539390000000004,10,29,2018
949,Adults,10/29/2018,40.88111,52.854369999999996,10,29,2018
950,All polls,10/29/2018,42.3738,52.916619999999995,10,29,2018
951,Adults,10/28/2018,41.06237,52.64185,10,28,2018
952,Voters,10/28/2018,44.050270000000005,52.29248,10,28,2018
953,All polls,10/28/2018,42.44081,52.48666,10,28,2018
954,Voters,10/27/2018,44.00035,52.34957,10,27,2018
955,Adults,10/27/2018,41.040820000000004,52.63843000000001,10,27,2018
956,All polls,10/27/2018,42.446259999999995,52.474619999999994,10,27,2018
957,Voters,10/26/2018,43.92102,52.42857,10,26,2018
958,Adults,10/26/2018,41.040820000000004,52.63843000000001,10,26,2018
959,All polls,10/26/2018,42.39629,52.47439,10,26,2018
960,Voters,10/25/2018,44.13043,52.195,10,25,2018
961,Adults,10/25/2018,41.44135,52.17218,10,25,2018
962,All polls,10/25/2018,42.76526,52.18877,10,25,2018
963,Adults,10/24/2018,41.61412,52.0952,10,24,2018
964,Voters,10/24/2018,44.29115,51.979209999999995,10,24,2018
965,All polls,10/24/2018,42.80265,51.95629,10,24,2018
966,Voters,10/23/2018,44.01097,52.476690000000005,10,23,2018
967,Adults,10/23/2018,41.72484,52.26817,10,23,2018
968,All polls,10/23/2018,43.0744,51.99219,10,23,2018
969,Voters,10/22/2018,43.97047,52.527519999999996,10,22,2018
970,Adults,10/22/2018,41.8205,52.231759999999994,10,22,2018
971,All polls,10/22/2018,43.10784,52.00527,10,22,2018
972,Voters,10/21/2018,43.897090000000006,52.472,10,21,2018
973,Adults,10/21/2018,41.19103,52.56804,10,21,2018
974,All polls,10/21/2018,42.6729,52.16442,10,21,2018
975,Voters,10/20/2018,43.761390000000006,52.556819999999995,10,20,2018
976,Adults,10/20/2018,41.125040000000006,52.63827,10,20,2018
977,All polls,10/20/2018,42.26097,52.453759999999996,10,20,2018
978,Voters,10/19/2018,43.68245,52.61926,10,19,2018
979,Adults,10/19/2018,41.13824,52.48888,10,19,2018
980,All polls,10/19/2018,42.212070000000004,52.37615,10,19,2018
981,Voters,10/18/2018,43.9041,52.54461,10,18,2018
982,Adults,10/18/2018,41.59738,52.14656,10,18,2018
983,All polls,10/18/2018,42.59281,52.1712,10,18,2018
984,Voters,10/17/2018,43.90088,52.56697,10,17,2018
985,Adults,10/17/2018,41.500820000000004,52.14148,10,17,2018
986,All polls,10/17/2018,42.622279999999996,52.11006,10,17,2018
987,Voters,10/16/2018,43.2679,52.631009999999996,10,16,2018
988,Adults,10/16/2018,41.04716,52.63054,10,16,2018
989,All polls,10/16/2018,41.9318,52.3923,10,16,2018
990,Adults,10/15/2018,41.20238,52.30219,10,15,2018
991,Voters,10/15/2018,43.30664,52.58164,10,15,2018
992,All polls,10/15/2018,42.02434,52.236670000000004,10,15,2018
993,Voters,10/14/2018,43.092040000000004,52.75011,10,14,2018
994,Adults,10/14/2018,40.89894,52.84336,10,14,2018
995,All polls,10/14/2018,41.77902,52.59401999999999,10,14,2018
996,Adults,10/13/2018,40.791579999999996,52.9166,10,13,2018
997,Voters,10/13/2018,43.06012,52.88596,10,13,2018
998,All polls,10/13/2018,41.79047,52.60779,10,13,2018
999,Voters,10/12/2018,43.04792,52.86861,10,12,2018
1000,Adults,10/12/2018,40.791579999999996,52.9166,10,12,2018
1001,All polls,10/12/2018,41.773590000000006,52.5428,10,12,2018
1002,Voters,10/11/2018,43.04139,52.77861,10,11,2018
1003,Adults,10/11/2018,40.91623,52.860209999999995,10,11,2018
1004,All polls,10/11/2018,41.82181,52.53425,10,11,2018
1005,Voters,10/10/2018,42.8601,52.880680000000005,10,10,2018
1006,Adults,10/10/2018,40.7862,52.89258,10,10,2018
1007,All polls,10/10/2018,41.70533,52.55905,10,10,2018
1008,Adults,10/9/2018,40.7876,52.95681999999999,10,9,2018
1009,Voters,10/9/2018,43.46759,52.2512,10,9,2018
1010,All polls,10/9/2018,42.03722,52.18724,10,9,2018
1011,Voters,10/8/2018,43.75935,51.849270000000004,10,8,2018
1012,Adults,10/8/2018,41.47743,52.58164,10,8,2018
1013,All polls,10/8/2018,42.4774,51.96074,10,8,2018
1014,Voters,10/7/2018,43.710840000000005,52.139179999999996,10,7,2018
1015,Adults,10/7/2018,41.19777,52.955830000000006,10,7,2018
1016,All polls,10/7/2018,42.32673,52.206579999999995,10,7,2018
1017,Voters,10/6/2018,43.83076,51.9288,10,6,2018
1018,Adults,10/6/2018,41.2299,52.775769999999994,10,6,2018
1019,All polls,10/6/2018,42.377320000000005,52.0429,10,6,2018
1020,Voters,10/5/2018,43.585190000000004,52.13831,10,5,2018
1021,Adults,10/5/2018,41.2299,52.775769999999994,10,5,2018
1022,All polls,10/5/2018,42.172309999999996,52.17771,10,5,2018
1023,Voters,10/4/2018,43.66148,52.4379,10,4,2018
1024,Adults,10/4/2018,41.32581,52.78148,10,4,2018
1025,All polls,10/4/2018,42.12016,52.42305,10,4,2018
1026,Voters,10/3/2018,43.38432,52.749719999999996,10,3,2018
1027,Adults,10/3/2018,41.037079999999996,52.97064,10,3,2018
1028,All polls,10/3/2018,41.87678,52.6498,10,3,2018
1029,Voters,10/2/2018,43.11298,52.564769999999996,10,2,2018
1030,Adults,10/2/2018,41.06406,52.5085,10,2,2018
1031,All polls,10/2/2018,41.82192,52.4287,10,2,2018
1032,Voters,10/1/2018,43.13089,52.6396,10,1,2018
1033,Adults,10/1/2018,41.236290000000004,52.54569,10,1,2018
1034,All polls,10/1/2018,41.77248,52.67856999999999,10,1,2018
1035,Adults,9/30/2018,40.59028,52.663709999999995,9,30,2018
1036,Voters,9/30/2018,43.540890000000005,52.16042,9,30,2018
1037,All polls,9/30/2018,41.51086,52.66348000000001,9,30,2018
1038,Voters,9/29/2018,43.540890000000005,52.16042,9,29,2018
1039,Adults,9/29/2018,40.59028,52.663709999999995,9,29,2018
1040,All polls,9/29/2018,41.51086,52.66348000000001,9,29,2018
1041,Adults,9/28/2018,40.726259999999996,52.787519999999994,9,28,2018
1042,Voters,9/28/2018,43.50611,52.06491,9,28,2018
1043,All polls,9/28/2018,41.47449,52.75343,9,28,2018
1044,Voters,9/27/2018,43.48447,52.14566,9,27,2018
1045,Adults,9/27/2018,40.59393,52.8017,9,27,2018
1046,All polls,9/27/2018,41.3852,52.81038,9,27,2018
1047,Voters,9/26/2018,43.4899,52.09438,9,26,2018
1048,Adults,9/26/2018,40.56958,52.82096,9,26,2018
1049,All polls,9/26/2018,41.373059999999995,52.784490000000005,9,26,2018
1050,Voters,9/25/2018,43.68663,52.20901,9,25,2018
1051,Adults,9/25/2018,39.97768,53.89395,9,25,2018
1052,All polls,9/25/2018,41.39958,53.181580000000004,9,25,2018
1053,Adults,9/24/2018,39.6658,54.23514,9,24,2018
1054,Voters,9/24/2018,43.816340000000004,52.17994,9,24,2018
1055,All polls,9/24/2018,41.29663,53.41055,9,24,2018
1056,Voters,9/23/2018,43.78153,52.250859999999996,9,23,2018
1057,Adults,9/23/2018,39.6658,54.23514,9,23,2018
1058,All polls,9/23/2018,41.2412,53.47976,9,23,2018
1059,Voters,9/22/2018,43.03456,52.60383,9,22,2018
1060,Adults,9/22/2018,39.6658,54.23514,9,22,2018
1061,All polls,9/22/2018,40.61161,53.787690000000005,9,22,2018
1062,Voters,9/21/2018,42.92581,52.72727,9,21,2018
1063,Adults,9/21/2018,39.42852,54.346959999999996,9,21,2018
1064,All polls,9/21/2018,40.48059,53.84316999999999,9,21,2018
1065,Voters,9/20/2018,42.47611,53.02012,9,20,2018
1066,Adults,9/20/2018,39.46564,53.964,9,20,2018
1067,All polls,9/20/2018,40.45973,53.64421,9,20,2018
1068,Voters,9/19/2018,42.27726,53.318380000000005,9,19,2018
1069,Adults,9/19/2018,39.38368,54.02188,9,19,2018
1070,All polls,9/19/2018,40.345240000000004,53.803819999999995,9,19,2018
1071,Voters,9/18/2018,42.41969,53.26351999999999,9,18,2018
1072,Adults,9/18/2018,39.30877,54.088519999999995,9,18,2018
1073,All polls,9/18/2018,40.37808,53.78665,9,18,2018
1074,Voters,9/17/2018,41.53277,53.668730000000004,9,17,2018
1075,Adults,9/17/2018,38.892309999999995,54.16165,9,17,2018
1076,All polls,9/17/2018,40.14128,53.67366,9,17,2018
1077,Adults,9/16/2018,38.94613,54.03018,9,16,2018
1078,Voters,9/16/2018,41.183859999999996,53.81324,9,16,2018
1079,All polls,9/16/2018,40.157109999999996,53.61845,9,16,2018
1080,Adults,9/15/2018,38.94613,54.03018,9,15,2018
1081,Voters,9/15/2018,41.183859999999996,53.81324,9,15,2018
1082,All polls,9/15/2018,40.157109999999996,53.61845,9,15,2018
1083,Voters,9/14/2018,40.93293,53.90979,9,14,2018
1084,Adults,9/14/2018,38.94613,54.03018,9,14,2018
1085,All polls,9/14/2018,39.9229,53.69741,9,14,2018
1086,Adults,9/13/2018,38.95065,54.00037,9,13,2018
1087,Voters,9/13/2018,40.7944,53.925909999999995,9,13,2018
1088,All polls,9/13/2018,39.86902,53.7475,9,13,2018
1089,Voters,9/12/2018,40.61292,53.983109999999996,9,12,2018
1090,Adults,9/12/2018,39.00288,53.784240000000004,9,12,2018
1091,All polls,9/12/2018,39.879290000000005,53.65906999999999,9,12,2018
1092,Voters,9/11/2018,41.290420000000005,53.299969999999995,9,11,2018
1093,Adults,9/11/2018,38.674890000000005,54.171780000000005,9,11,2018
1094,All polls,9/11/2018,39.996320000000004,53.50335,9,11,2018
1095,Voters,9/10/2018,41.30315,53.335190000000004,9,10,2018
1096,Adults,9/10/2018,38.49725,54.484519999999996,9,10,2018
1097,All polls,9/10/2018,39.953379999999996,53.70799,9,10,2018
1098,Voters,9/9/2018,42.456070000000004,52.82278,9,9,2018
1099,Adults,9/9/2018,39.01255,53.79688,9,9,2018
1100,All polls,9/9/2018,40.57383,53.424969999999995,9,9,2018
1101,Adults,9/8/2018,39.01255,53.79688,9,8,2018
1102,Voters,9/8/2018,42.456070000000004,52.82278,9,8,2018
1103,All polls,9/8/2018,40.57383,53.424969999999995,9,8,2018
1104,Voters,9/7/2018,42.38865,52.817440000000005,9,7,2018
1105,Adults,9/7/2018,39.01255,53.79688,9,7,2018
1106,All polls,9/7/2018,40.32932,53.556419999999996,9,7,2018
1107,Adults,9/6/2018,39.01255,53.79688,9,6,2018
1108,Voters,9/6/2018,42.20895,52.910230000000006,9,6,2018
1109,All polls,9/6/2018,40.182829999999996,53.623419999999996,9,6,2018
1110,Voters,9/5/2018,41.97416,53.01204,9,5,2018
1111,Adults,9/5/2018,38.70277,53.90323000000001,9,5,2018
1112,All polls,9/5/2018,39.89795,53.72744,9,5,2018
1113,Voters,9/4/2018,41.621320000000004,53.48704,9,4,2018
1114,Adults,9/4/2018,38.99077,54.65858000000001,9,4,2018
1115,All polls,9/4/2018,40.055440000000004,54.1169,9,4,2018
1116,Voters,9/3/2018,41.621320000000004,53.48704,9,3,2018
1117,Adults,9/3/2018,38.983540000000005,54.68635,9,3,2018
1118,All polls,9/3/2018,40.05969,54.12732,9,3,2018
1119,Adults,9/2/2018,38.700509999999994,55.1427,9,2,2018
1120,Voters,9/2/2018,42.4197,53.52188,9,2,2018
1121,All polls,9/2/2018,40.25376,54.46505,9,2,2018
1122,Adults,9/1/2018,38.700509999999994,55.1427,9,1,2018
1123,All polls,9/1/2018,40.25376,54.46505,9,1,2018
1124,Voters,9/1/2018,42.4197,53.52188,9,1,2018
1125,Voters,8/31/2018,42.4197,53.52188,8,31,2018
1126,Adults,8/31/2018,38.700509999999994,55.1427,8,31,2018
1127,All polls,8/31/2018,40.25376,54.46505,8,31,2018
1128,Voters,8/30/2018,42.37328,53.56899,8,30,2018
1129,Adults,8/30/2018,40.21771,53.649159999999995,8,30,2018
1130,All polls,8/30/2018,41.50489,53.53966,8,30,2018
1131,Voters,8/29/2018,42.26508,53.73956999999999,8,29,2018
1132,Adults,8/29/2018,40.19815,53.622609999999995,8,29,2018
1133,All polls,8/29/2018,41.44618,53.62854,8,29,2018
1134,Voters,8/28/2018,42.18199,53.87004,8,28,2018
1135,Adults,8/28/2018,40.170320000000004,53.778830000000006,8,28,2018
1136,All polls,8/28/2018,41.37738,53.631209999999996,8,28,2018
1137,Voters,8/27/2018,42.6465,53.557590000000005,8,27,2018
1138,Adults,8/27/2018,40.92954,53.22636,8,27,2018
1139,All polls,8/27/2018,41.86845,53.38425,8,27,2018
1140,Voters,8/26/2018,42.60069,53.47943000000001,8,26,2018
1141,Adults,8/26/2018,40.8222,53.32508000000001,8,26,2018
1142,All polls,8/26/2018,41.886520000000004,53.37158,8,26,2018
1143,Voters,8/25/2018,42.34155,53.756890000000006,8,25,2018
1144,Adults,8/25/2018,40.8222,53.32508000000001,8,25,2018
1145,All polls,8/25/2018,41.46597,53.56819,8,25,2018
1146,Voters,8/24/2018,42.34155,53.756890000000006,8,24,2018
1147,Adults,8/24/2018,40.8222,53.32508000000001,8,24,2018
1148,All polls,8/24/2018,41.46597,53.56819,8,24,2018
1149,Voters,8/23/2018,42.80038,53.265390000000004,8,23,2018
1150,Adults,8/23/2018,41.21027,52.92406,8,23,2018
1151,All polls,8/23/2018,42.089690000000004,52.9692,8,23,2018
1152,Voters,8/22/2018,42.87815,53.26927,8,22,2018
1153,Adults,8/22/2018,41.2382,52.78958000000001,8,22,2018
1154,All polls,8/22/2018,42.12536,52.91469,8,22,2018
1155,Voters,8/21/2018,43.33063,52.31107,8,21,2018
1156,Adults,8/21/2018,40.96861,53.03755,8,21,2018
1157,All polls,8/21/2018,41.77507,52.78539,8,21,2018
1158,Adults,8/20/2018,41.5228,52.444030000000005,8,20,2018
1159,Voters,8/20/2018,43.4515,52.24882,8,20,2018
1160,All polls,8/20/2018,42.2604,52.33932,8,20,2018
1161,Adults,8/19/2018,40.94939,52.793980000000005,8,19,2018
1162,Voters,8/19/2018,43.56767,51.98381,8,19,2018
1163,All polls,8/19/2018,41.97367,52.541109999999996,8,19,2018
1164,Adults,8/18/2018,40.94939,52.793980000000005,8,18,2018
1165,All polls,8/18/2018,41.97367,52.541109999999996,8,18,2018
1166,Voters,8/18/2018,43.56767,51.98381,8,18,2018
1167,Voters,8/17/2018,43.56767,51.98381,8,17,2018
1168,Adults,8/17/2018,40.94939,52.793980000000005,8,17,2018
1169,All polls,8/17/2018,41.97367,52.541109999999996,8,17,2018
1170,Adults,8/16/2018,41.11528,52.6733,8,16,2018
1171,Voters,8/16/2018,43.711000000000006,51.85901,8,16,2018
1172,All polls,8/16/2018,42.11238,52.439530000000005,8,16,2018
1173,Voters,8/15/2018,43.68356,51.7925,8,15,2018
1174,Adults,8/15/2018,41.05444,52.67272,8,15,2018
1175,All polls,8/15/2018,42.05485,52.44334,8,15,2018
1176,Adults,8/14/2018,41.07513,52.830119999999994,8,14,2018
1177,Voters,8/14/2018,43.84809,51.91397,8,14,2018
1178,All polls,8/14/2018,42.20527,52.3893,8,14,2018
1179,Adults,8/13/2018,40.7837,52.92828000000001,8,13,2018
1180,Voters,8/13/2018,43.66196,52.03722,8,13,2018
1181,All polls,8/13/2018,41.81873,52.546569999999996,8,13,2018
1182,Adults,8/12/2018,41.008309999999994,52.67714,8,12,2018
1183,Voters,8/12/2018,43.5351,52.12256,8,12,2018
1184,All polls,8/12/2018,41.9125,52.49004,8,12,2018
1185,Adults,8/11/2018,41.008309999999994,52.67714,8,11,2018
1186,All polls,8/11/2018,41.9125,52.49004,8,11,2018
1187,Voters,8/11/2018,43.5351,52.12256,8,11,2018
1188,Adults,8/10/2018,41.008309999999994,52.67714,8,10,2018
1189,Voters,8/10/2018,43.5351,52.12256,8,10,2018
1190,All polls,8/10/2018,41.9125,52.49004,8,10,2018
1191,Voters,8/9/2018,43.57416,52.007540000000006,8,9,2018
1192,Adults,8/9/2018,40.90953,52.53155,8,9,2018
1193,All polls,8/9/2018,41.91957,52.39185,8,9,2018
1194,Voters,8/8/2018,43.42355,52.086929999999995,8,8,2018
1195,Adults,8/8/2018,40.90062,52.52701999999999,8,8,2018
1196,All polls,8/8/2018,41.712140000000005,52.45969,8,8,2018
1197,Voters,8/7/2018,43.14393,52.44351999999999,8,7,2018
1198,Adults,8/7/2018,40.90865,52.60241,8,7,2018
1199,All polls,8/7/2018,41.45063,52.666000000000004,8,7,2018
1200,Voters,8/6/2018,43.11097,52.50591,8,6,2018
1201,Adults,8/6/2018,40.8045,52.799209999999995,8,6,2018
1202,All polls,8/6/2018,41.46711,52.72193000000001,8,6,2018
1203,Adults,8/5/2018,40.7165,52.89643,8,5,2018
1204,Voters,8/5/2018,43.13605,52.4722,8,5,2018
1205,All polls,8/5/2018,41.43453,52.80481999999999,8,5,2018
1206,All polls,8/4/2018,41.43453,52.80481999999999,8,4,2018
1207,Voters,8/4/2018,43.13605,52.4722,8,4,2018
1208,Adults,8/4/2018,40.7165,52.89643,8,4,2018
1209,Voters,8/3/2018,43.13605,52.4722,8,3,2018
1210,Adults,8/3/2018,40.7165,52.89643,8,3,2018
1211,All polls,8/3/2018,41.43453,52.80481999999999,8,3,2018
1212,Voters,8/2/2018,43.220490000000005,52.341840000000005,8,2,2018
1213,Adults,8/2/2018,40.60411,52.81405,8,2,2018
1214,All polls,8/2/2018,41.43415,52.811840000000004,8,2,2018
1215,Adults,8/1/2018,40.59207,52.813759999999995,8,1,2018
1216,Voters,8/1/2018,42.97926,52.517619999999994,8,1,2018
1217,All polls,8/1/2018,41.299,52.90955,8,1,2018
1218,Voters,7/31/2018,43.17537,52.50702,7,31,2018
1219,Adults,7/31/2018,40.67309,52.77095,7,31,2018
1220,All polls,7/31/2018,41.41338,52.85781,7,31,2018
1221,Adults,7/30/2018,40.58243,52.8306,7,30,2018
1222,Voters,7/30/2018,42.88094,52.83874,7,30,2018
1223,All polls,7/30/2018,41.30453,52.9963,7,30,2018
1224,Voters,7/29/2018,42.73167,52.97345,7,29,2018
1225,Adults,7/29/2018,40.45608,52.87461999999999,7,29,2018
1226,All polls,7/29/2018,41.206579999999995,53.167190000000005,7,29,2018
1227,Voters,7/28/2018,42.75357,52.79805,7,28,2018
1228,Adults,7/28/2018,40.469570000000004,52.84661,7,28,2018
1229,All polls,7/28/2018,41.47915,52.99194,7,28,2018
1230,Voters,7/27/2018,42.75357,52.79805,7,27,2018
1231,Adults,7/27/2018,40.469570000000004,52.84661,7,27,2018
1232,All polls,7/27/2018,41.47915,52.99194,7,27,2018
1233,Adults,7/26/2018,40.121759999999995,52.89869,7,26,2018
1234,Voters,7/26/2018,42.53392,53.052319999999995,7,26,2018
1235,All polls,7/26/2018,41.2835,53.02335,7,26,2018
1236,Voters,7/25/2018,42.549009999999996,53.04598000000001,7,25,2018
1237,Adults,7/25/2018,40.18114,52.88525,7,25,2018
1238,All polls,7/25/2018,41.33853,53.034580000000005,7,25,2018
1239,Voters,7/24/2018,42.16222,53.725669999999994,7,24,2018
1240,Adults,7/24/2018,40.62229,53.01218000000001,7,24,2018
1241,All polls,7/24/2018,41.37473,53.355109999999996,7,24,2018
1242,Voters,7/23/2018,42.62905,53.09624,7,23,2018
1243,Adults,7/23/2018,40.69263,53.0982,7,23,2018
1244,All polls,7/23/2018,41.7831,52.85764,7,23,2018
1245,Voters,7/22/2018,43.08591,52.72598000000001,7,22,2018
1246,Adults,7/22/2018,41.00065,52.99276,7,22,2018
1247,All polls,7/22/2018,41.9939,52.81791,7,22,2018
1248,Voters,7/21/2018,42.87643,52.82544,7,21,2018
1249,Adults,7/21/2018,41.00065,52.99276,7,21,2018
1250,All polls,7/21/2018,41.71679,52.87256,7,21,2018
1251,Voters,7/20/2018,42.9778,52.55753000000001,7,20,2018
1252,Adults,7/20/2018,41.121190000000006,52.785880000000006,7,20,2018
1253,All polls,7/20/2018,41.785270000000004,52.742459999999994,7,20,2018
1254,Voters,7/19/2018,42.7691,52.87815,7,19,2018
1255,Adults,7/19/2018,41.04249,52.99483000000001,7,19,2018
1256,All polls,7/19/2018,41.78589,52.8283,7,19,2018
1257,Adults,7/18/2018,41.023740000000004,53.03369,7,18,2018
1258,Voters,7/18/2018,42.770559999999996,52.81044,7,18,2018
1259,All polls,7/18/2018,41.76017,52.837019999999995,7,18,2018
1260,Adults,7/17/2018,41.11613,53.059309999999996,7,17,2018
1261,Voters,7/17/2018,43.12508,52.562,7,17,2018
1262,All polls,7/17/2018,42.0509,52.66814,7,17,2018
1263,Voters,7/16/2018,43.28642,52.57391,7,16,2018
1264,Adults,7/16/2018,41.2492,53.24006,7,16,2018
1265,All polls,7/16/2018,42.122409999999995,52.81279,7,16,2018
1266,Adults,7/15/2018,40.98757,53.641290000000005,7,15,2018
1267,Voters,7/15/2018,43.4221,52.4774,7,15,2018
1268,All polls,7/15/2018,42.03181,53.00668,7,15,2018
1269,Voters,7/14/2018,43.4221,52.4774,7,14,2018
1270,Adults,7/14/2018,40.98757,53.641290000000005,7,14,2018
1271,All polls,7/14/2018,42.03181,53.00668,7,14,2018
1272,Voters,7/13/2018,43.22959,52.41489,7,13,2018
1273,Adults,7/13/2018,40.95702,53.50804,7,13,2018
1274,All polls,7/13/2018,42.06443,52.901680000000006,7,13,2018
1275,Voters,7/12/2018,43.54289,52.20567,7,12,2018
1276,Adults,7/12/2018,41.2538,53.33381,7,12,2018
1277,All polls,7/12/2018,42.28969,52.748780000000004,7,12,2018
1278,Adults,7/11/2018,41.235409999999995,53.37967,7,11,2018
1279,Voters,7/11/2018,43.08789,52.45548,7,11,2018
1280,All polls,7/11/2018,41.96289,52.886390000000006,7,11,2018
1281,Adults,7/10/2018,41.338359999999994,53.45961,7,10,2018
1282,Voters,7/10/2018,42.96598,52.530590000000004,7,10,2018
1283,All polls,7/10/2018,41.86861,52.970569999999995,7,10,2018
1284,Voters,7/9/2018,43.142309999999995,52.321870000000004,7,9,2018
1285,Adults,7/9/2018,41.780590000000004,53.185140000000004,7,9,2018
1286,All polls,7/9/2018,42.13817,52.8242,7,9,2018
1287,Adults,7/8/2018,41.82602,53.03099,7,8,2018
1288,Voters,7/8/2018,43.348729999999996,52.47079,7,8,2018
1289,All polls,7/8/2018,42.20303,52.9597,7,8,2018
1290,Adults,7/7/2018,41.88363,52.91393000000001,7,7,2018
1291,All polls,7/7/2018,42.243390000000005,52.88004,7,7,2018
1292,Voters,7/7/2018,43.24845,52.53096,7,7,2018
1293,Adults,7/6/2018,41.88363,52.91393000000001,7,6,2018
1294,Voters,7/6/2018,43.24845,52.53096,7,6,2018
1295,All polls,7/6/2018,42.243390000000005,52.88004,7,6,2018
1296,Adults,7/5/2018,41.2733,52.5207,7,5,2018
1297,Voters,7/5/2018,43.15408,52.650290000000005,7,5,2018
1298,All polls,7/5/2018,41.8582,52.66431,7,5,2018
1299,Voters,7/4/2018,42.790009999999995,52.6356,7,4,2018
1300,Adults,7/4/2018,41.181259999999995,52.623169999999995,7,4,2018
1301,All polls,7/4/2018,41.83677,52.588119999999996,7,4,2018
1302,Voters,7/3/2018,42.790009999999995,52.6356,7,3,2018
1303,Adults,7/3/2018,41.181259999999995,52.623169999999995,7,3,2018
1304,All polls,7/3/2018,41.83677,52.588119999999996,7,3,2018
